UniqueID,SiteName,Prov,Prov_2,Year,Month,Day,DateObserved,Month_alpha,Observer,Observer_anon,Observer_contact,Observer_contact_anon,Lat,Long,Source,Source_anon,SpeciesAlphaCode,Source_type,CommonName,LatinName,GroupAs,SpeciesGroup,Species_HPAIstatus,Individual_HPAIVstatus,AgeClass,BreedingStatus,LandWater,Colony_Y_N,IFcolony_complete_partial_survey,IFcolony_boat_foot_heli_plane,n_FoundNeurological,n_FoundDead,TotalObserved,Comments,id,concatenated_ids_eccc,concatenated_ids_trevor,concatenated_ids_cwhc,concatenated_ids_cfia,Species_HPAIstatus_DateApplicable,Region,Complete_Mortality_Dataset,HPAI_Mortality_Dataset_Baseline,Double_Count_Analysis_Dataset,Scenario_A_0day_1km,Scenario_B_1day_1km,Scenario_C_5day_1km,Scenario_D_0day_5km,Scenario_E_5day_5km,Scenario_F_1day_5km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3973,Cape St. Mary's,NL,Newfoundland,2022,8,2,2022-08-02,August,,2f11b9f621c9ca827841b26476aa1076,,193002a62b9b97e471e3b3ec4461e3ce,46.82106,-54.20663,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,N,"Near colony, but on water. ",,,1,1,,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3976,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,August,,2f11b9f621c9ca827841b26476aa1076,,193002a62b9b97e471e3b3ec4461e3ce,46.94321,-54.19466,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,likely COMU,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3979,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,August,,2f11b9f621c9ca827841b26476aa1076,,193002a62b9b97e471e3b3ec4461e3ce,46.98958,-54.16995,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3980,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,August,,2f11b9f621c9ca827841b26476aa1076,,193002a62b9b97e471e3b3ec4461e3ce,46.9821,-54.1727,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3981,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,August,,2f11b9f621c9ca827841b26476aa1076,,193002a62b9b97e471e3b3ec4461e3ce,46.97066,-54.17991,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3982,Angel's Cove,NL,Newfoundland,2022,8,4,2022-08-04,August,,2f11b9f621c9ca827841b26476aa1076,,f02e2b68f3a09e0d386c5b5aeb31ad6f,46.9338,-54.19536,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3986,South St. Bride's,NL,Newfoundland,2022,8,4,2022-08-04,August,,2f11b9f621c9ca827841b26476aa1076,,193002a62b9b97e471e3b3ec4461e3ce,46.90612,-54.18878,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3987,St. Bride's Harbour,NL,Newfoundland,2022,8,4,2022-08-04,August,,2f11b9f621c9ca827841b26476aa1076,,f02e2b68f3a09e0d386c5b5aeb31ad6f,46.918358,-54.17738,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3989,South St. Bride's,NL,Newfoundland,2022,8,6,2022-08-06,August,,2f11b9f621c9ca827841b26476aa1076,,f02e2b68f3a09e0d386c5b5aeb31ad6f,46.90766,-54.1864,,2f11b9f621c9ca827841b26476aa1076,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,Cape,retain,retain,retain,retain,retain,exclude,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-399,Bathurst Region,NB,NB,2022,7,8,2022-07-08,July,,033672e25e5116d0572421b85e5116ef,,,47.681,-65.66,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3990,Musgrave Harbour Wharf,NL,Newfoundland,2022,7,29,2022-07-29,July,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.45204,-53.9519,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,1,,1,"Slowly spinning, head lolling, in cove across from docks",,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,exclude,exclude,retain,exclude,retain,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-3993,Ocean btw Lumsden and Gull Island,NL,Newfoundland,2022,7,30,2022-07-30,July,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,48.74788,-53.1721,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,"TB: V.approximately in the middle of two locations in the ocean. one carcass seen on trip out, one on trip back, possibly same bird",,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,exclude,retain,retain,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4000,James Island,NL,Newfoundland,2022,8,1,2022-08-01,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.57984,-53.7799,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,1,1,Washed up dead on James Island,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,exclude,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4004,Lumsden + Finescale Survery Area,NL,Newfoundland,2022,8,3,2022-08-03,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.30853,-53.6115,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,Observed while at sea for a Finescale Survey,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,exclude,exclude,retain,exclude,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4005,Lumsden + Finescale Survery Area,NL,Newfoundland,2022,8,3,2022-08-03,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.30853,-53.6115,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,1,,1,Observed while at sea for a Finescale Survey,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4010,Offshore towards the Wadhams,NL,Newfoundland,2022,8,4,2022-08-04,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.5271564,-53.8730411,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,TB: approximate. Observed while at sea for bird and whale acoustics,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4011,Lumsden + Finescale Survery Area,NL,Newfoundland,2022,8,5,2022-08-05,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.30853,-53.6115,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,Observed while at sea for Larval Tows,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,exclude,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4017,Lumsden Wharf,NL,Newfoundland,2022,8,11,2022-08-11,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.29925,-53.59,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,1,,1,Observed dying at the wharf,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4021,James Island,NL,Newfoundland,2022,8,12,2022-08-12,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.57984,-53.7799,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,1,1,On west shore of James Island,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,exclude,retain,retain,retain,exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4025,Mussel shells,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.29117,-53.5716,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,Observed from the LE3 in the water near Mussel Shells Beach,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4026,Turr ,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.2324833,-53.4361833,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,Observed from the LE3 in the water near Turr,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,exclude,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4027,Between Turr and Gull 3,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.2489,-53.4102,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4028,Near the Bandies,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,47.811093,-52.7744153,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4030,approaching Gull 1,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,47.9522043,-53.0390376,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4032,at Gull 1,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,47.9522043,-53.0390376,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4033,Between Gull island and the Brandies,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,47.89159,-52.9377,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,TB: approximate straight line ,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4034,Nearly at the brandies,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,47.8123416,-52.775963,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4035,2 nm NE from southern bank,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.3031,-53.5228,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4037,1.09 nm NE of southern,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.3031,-53.5228,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4039,Southern bank,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.3031,-53.5228,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,,1,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4040,Near Moores rock,NL,Newfoundland,2022,8,16,2022-08-16,August,,d1d70e8fa1161350c1ad5279986387c2,,04e3c19ba274717faaf230df6e555e4f,49.4560333,-53.7987667,,d1d70e8fa1161350c1ad5279986387c2,COMU,Academic,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Water,,,,1,,1,,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-405,Campbellton Region,NB,NB,2022,6,3,2022-06-03,June,,033672e25e5116d0572421b85e5116ef,,,48.025,-66.37,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-411,Campbellton Region,NB,NB,2022,6,10,2022-06-10,June,,033672e25e5116d0572421b85e5116ef,,,48.025,-66.37,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,exclude,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-417,Campbellton Region,NB,NB,2022,6,17,2022-06-17,June,,033672e25e5116d0572421b85e5116ef,,,48.025,-66.37,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-423,Campbellton Region,NB,NB,2022,6,24,2022-06-24,June,,033672e25e5116d0572421b85e5116ef,,,48.025,-66.37,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-429,Campbellton Region,NB,NB,2022,7,1,2022-07-01,July,,033672e25e5116d0572421b85e5116ef,,,48.025,-66.37,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-435,Campbellton Region,NB,NB,2022,7,8,2022-07-08,July,,033672e25e5116d0572421b85e5116ef,,,48.025,-66.37,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-441,Dieppe Region,NB,NB,2022,6,3,2022-06-03,June,,033672e25e5116d0572421b85e5116ef,,,46.239,-64.52,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-447,Dieppe Region,NB,NB,2022,6,10,2022-06-10,June,,033672e25e5116d0572421b85e5116ef,,,46.239,-64.52,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-453,Dieppe Region,NB,NB,2022,6,17,2022-06-17,June,,033672e25e5116d0572421b85e5116ef,,,46.239,-64.52,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-459,Dieppe Region,NB,NB,2022,6,24,2022-06-24,June,,033672e25e5116d0572421b85e5116ef,,,46.239,-64.52,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-465,Dieppe Region,NB,NB,2022,7,1,2022-07-01,July,,033672e25e5116d0572421b85e5116ef,,,46.239,-64.52,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-471,Dieppe Region,NB,NB,2022,7,8,2022-07-08,July,,033672e25e5116d0572421b85e5116ef,,,46.239,-64.52,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-477,Miramichi Region,NB,NB,2022,6,3,2022-06-03,June,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4805, ,NL,Labrador,2022,8,31,2022-08-31,August,,d134eee859ee38adccad0bb3a538fcaf,,83c798fb07d58a396e26e99a99ec119c,52.369401,-55.700868,,f165437f8e05aef6c11b3402753e57f1,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,,1,community member,,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4807, ,NL,Labrador,2022,9,17,2022-09-17,September,,d134eee859ee38adccad0bb3a538fcaf,,83c798fb07d58a396e26e99a99ec119c,51.428353,-57.060831,,f165437f8e05aef6c11b3402753e57f1,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,,1,unknown,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-483,Miramichi Region,NB,NB,2022,6,10,2022-06-10,June,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4875,Makkovik Harbour,NL,Labrador,2022,5,11,2022-05-11,May,,7328978f1cb444e54a467dcc7c7753d3,,83c798fb07d58a396e26e99a99ec119c,55.0862,-59.1764,,ab094606ecbb68abe9471e2f6c0181e6,COMU,ECCC,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,,2,Errol Andersen NG,,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4876,Postville,NL,Labrador,2022,5,10,2022-05-10,May,,7328978f1cb444e54a467dcc7c7753d3,,83c798fb07d58a396e26e99a99ec119c,54.9082,-59.7725,,ab094606ecbb68abe9471e2f6c0181e6,COMU,ECCC,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,,1,George Gear NG,,,,,,2022-04-01 to 2022-09-30,,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-489,Miramichi Region,NB,NB,2022,6,17,2022-06-17,June,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-495,Miramichi Region,NB,NB,2022,6,24,2022-06-24,June,,033672e25e5116d0572421b85e5116ef,,,47.236,-65.01,,033672e25e5116d0572421b85e5116ef,COMU,Provincial,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,0,0,Weekly sums of collected birds; some may be estimates.,,,,,,2022-04-01 to 2022-09-30,GOSL,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-4978,Bonavista/Trinity-Clarenville,NL,Newfoundland,2022,8,8,2022-08-08,August,,b111457cbb772979eeb6fc73cafc5d75,,b111457cbb772979eeb6fc73cafc5d75,48.39661,-53.3276,,f414a8cd50b41d7450e730acf0b75aba,COMU,Citizen science platform,Common Murre,Uria aalge,seabirds,COMU,presume positive,,,,Land,,,,,7,7,Robin Hood Beach -7 dead Murres in Beach  1 sick/dying in river outlet.--1 Northern Gannet sick/dying between road and beach.--Reported to NL Wildlife.,S116560860,,,,,2022-04-01 to 2022-09-30,NE Newfoundland,retain,retain,retain,retain,retain,retain,retain,retain,retain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
